name,body_id,discovery_dt,decimal_year,helio_dist,perihdist,source_tier
C/1979 S1,174746,1979-09-20T05:04:14.592000,1979.7183870684933,1.482479364731833,1.431958164450982,obs
C/1979 Y1,174747,1979-12-26T19:41:00.096000,1979.9858086027398,0.5583728213917912,0.5453012379815432,obs
C/1980 L1,174748,1980-06-13T05:56:40.416000,1980.4487641803278,2.6483427169682607,2.58390699001187,obs
C/1980 O1,174749,1980-08-02T21:20:59.712000,1980.58713,1.0454402838337766,0.5228969332008477,obs
C/1980 V1,174750,1980-11-06T23:11:31.776000,1980.849634808743,1.5856976057587777,1.519493664295616,obs
C/1980 Y1,174751,1980-07-18T10:07:46.848000,1980.5448690437158,3.058739341026604,0.259823466168743,obs
C/1980 Y2,174752,1980-10-09T01:55:58.656000,1980.7707118579235,2.1905933565768314,1.657186652847665,obs
C/1980 R1,174753,1980-09-06T17:05:00.384000,1980.682272704918,2.9553428085871802,2.112444991216334,obs
C/1981 M1,174754,1981-06-29T06:20:00.096000,1981.4911339452055,2.5659816027353886,2.333585346767921,obs
C/1981 H1,174755,1981-04-26T07:45:59.904000,1981.3159550958903,2.6688122067419853,2.458093810179234,obs
C/1981 G1,174756,1981-04-03T00:23:02.400000,1981.252098630137,4.8649509577456636,4.74264583726577,obs
C/1980 E1,174757,1980-02-11T07:45:00.288000,1980.1129041530055,7.460415490484481,3.363939864961739,obs
C/1982 M1,174758,1982-06-19T17:44:59.712000,1982.4650399452055,1.4288251672806762,0.6478121788309483,obs
C/1983 J2,174759,1983-05-18T04:22:04.800000,1983.3758410958903,2.1715720384054604,1.416663151060624,obs
C/1983 J1,174760,1983-05-09T10:24:29.952000,1983.3518730958904,0.5123222324907616,0.47108414175259,obs
C/1983 N1,174761,1983-07-14T08:17:13.056000,1983.5324528493152,2.546797256667487,2.418057519618018,obs
C/1983 H1,174762,1983-04-27T21:18:19.872000,1983.3202403561643,1.068652711616345,0.9913409756028386,obs
C/1983 O1,174763,1983-07-21T10:52:05.376000,1983.551925589041,3.317948920855741,3.317948219647231,obs
C/1983 R1,174764,1983-09-07T07:31:59.232000,1983.6830517260273,3.4231504661523138,3.344912080584129,obs
C/1983 O2,174765,1983-08-04T10:14:05.280000,1983.5902094520548,2.606301892695557,2.254796852132014,obs
C/1984 N1,174766,1984-07-08T18:46:56.640000,1984.518531693989,0.9555353248452437,0.2912830513314226,obs
C/1984 U1,174767,1984-10-23T10:57:00,1984.8099897540983,5.501276808285811,5.489110683048431,obs
