ILDIALCT,ilab_v1,FITS/CSV file dialect
736.000,9.754341e-01,9.738042e-01
736.200,9.748107e-01,9.736136e-01
736.400,9.697466e-01,9.735713e-01
736.600,9.738387e-01,9.736747e-01
736.800,9.726732e-01,9.738908e-01
737.000,9.749969e-01,9.741520e-01
737.200,9.749578e-01,9.743694e-01
737.400,9.760560e-01,9.744513e-01
737.600,9.762810e-01,9.743355e-01
737.800,9.751005e-01,9.740086e-01
738.000,9.702505e-01,9.735119e-01
738.200,9.718618e-01,9.729356e-01
738.400,9.727780e-01,9.723877e-01
738.600,9.728385e-01,9.719654e-01
738.800,9.684802e-01,9.717268e-01
739.000,9.702896e-01,9.716766e-01
739.200,9.750721e-01,9.717604e-01
739.400,9.704519e-01,9.718854e-01
739.600,9.715621e-01,9.719504e-01
739.800,9.739968e-01,9.718730e-01
740.000,9.748119e-01,9.716272e-01
740.200,9.688919e-01,9.712474e-01
740.400,9.711788e-01,9.708293e-01
740.600,9.704949e-01,9.704993e-01
740.800,9.660588e-01,9.703737e-01
741.000,9.691056e-01,9.705182e-01
741.200,9.728981e-01,9.709291e-01
741.400,9.707785e-01,9.715239e-01
741.600,9.738870e-01,9.721691e-01
741.800,9.743230e-01,9.727196e-01
742.000,9.761529e-01,9.730569e-01
742.200,9.709128e-01,9.731209e-01
742.400,9.739060e-01,9.729173e-01
742.600,9.696391e-01,9.725184e-01
742.800,9.754467e-01,9.720338e-01
743.000,9.701555e-01,9.715850e-01
743.200,9.680523e-01,9.712696e-01
743.400,9.714760e-01,9.711426e-01
743.600,9.724791e-01,9.711922e-01
743.800,9.668559e-01,9.713556e-01
744.000,9.731359e-01,9.715321e-01
744.200,9.758542e-01,9.716145e-01
744.400,9.731913e-01,9.715316e-01
744.600,9.714791e-01,9.712700e-01
744.800,9.663784e-01,9.708750e-01
745.000,9.734852e-01,9.704361e-01
745.200,9.676595e-01,9.700460e-01
745.400,9.672209e-01,9.697652e-01
745.600,9.671776e-01,9.695996e-01
745.800,9.744954e-01,9.695064e-01
746.000,9.684087e-01,9.694151e-01
746.200,9.740473e-01,9.692677e-01
746.400,9.659722e-01,9.690465e-01
746.600,9.674922e-01,9.687858e-01
746.800,9.692577e-01,9.685630e-01
747.000,9.669039e-01,9.684669e-01
747.200,9.681990e-01,9.685596e-01
747.400,9.690880e-01,9.688633e-01
747.600,9.674589e-01,9.693423e-01
747.800,9.714793e-01,9.699092e-01
748.000,9.733993e-01,9.704544e-01
748.200,9.700203e-01,9.708674e-01
748.400,9.709433e-01,9.710684e-01
748.600,9.712905e-01,9.710167e-01
748.800,9.736103e-01,9.707212e-01
749.000,9.687415e-01,9.702309e-01
749.200,9.681535e-01,9.696303e-01
749.400,9.674978e-01,9.690112e-01
749.600,9.689757e-01,9.684618e-01
749.800,9.703339e-01,9.680483e-01
750.000,9.624698e-01,9.678134e-01
750.200,9.680174e-01,9.677773e-01
750.400,9.721301e-01,9.679328e-01
750.600,9.665458e-01,9.682581e-01
750.800,9.678456e-01,9.687131e-01
751.000,9.689519e-01,9.692375e-01
751.200,9.699503e-01,9.697539e-01
751.400,9.702693e-01,9.701745e-01
751.600,9.744958e-01,9.704030e-01
751.800,9.679111e-01,9.703635e-01
752.000,9.693132e-01,9.700248e-01
752.200,9.733252e-01,9.694166e-01
752.400,9.691697e-01,9.686285e-01
752.600,9.667597e-01,9.677981e-01
752.800,9.608213e-01,9.670733e-01
753.000,9.678301e-01,9.665807e-01
753.200,9.631098e-01,9.663905e-01
753.400,9.685482e-01,9.664953e-01
753.600,9.698446e-01,9.668329e-01
753.800,9.678096e-01,9.672996e-01
754.000,9.625937e-01,9.677825e-01
754.200,9.727728e-01,9.681889e-01
754.400,9.709602e-01,9.684588e-01
754.600,9.668568e-01,9.685705e-01
754.800,9.677695e-01,9.685289e-01
755.000,9.679841e-01,9.683633e-01
755.200,9.673419e-01,9.681109e-01
755.400,9.709843e-01,9.678178e-01
755.600,9.654392e-01,9.675389e-01
755.800,9.664317e-01,9.673196e-01
756.000,9.698291e-01,9.671896e-01
756.200,9.615097e-01,9.671485e-01
756.400,9.683577e-01,9.671650e-01
756.600,9.665835e-01,9.671769e-01
756.800,9.697014e-01,9.671191e-01
757.000,9.705696e-01,9.669463e-01
757.200,9.649693e-01,9.666495e-01
757.400,9.667679e-01,9.662587e-01
757.600,9.610174e-01,9.658432e-01
757.800,9.651691e-01,9.654759e-01
758.000,9.665828e-01,9.652135e-01
758.200,9.634192e-01,9.650792e-01
758.400,9.685255e-01,9.650617e-01
758.600,9.647647e-01,9.651167e-01
758.800,9.625419e-01,9.651807e-01
759.000,9.643170e-01,9.651816e-01
759.200,9.668670e-01,9.650509e-01
759.400,9.657980e-01,9.647432e-01
759.600,9.644177e-01,9.642486e-01
759.800,9.651625e-01,9.636087e-01
760.000,9.647532e-01,9.629149e-01
760.200,9.570613e-01,9.622993e-01
760.400,9.604920e-01,9.618985e-01
760.600,9.594794e-01,9.618211e-01
760.800,9.651304e-01,9.621103e-01
761.000,9.610830e-01,9.627232e-01
761.200,9.644935e-01,9.635382e-01
761.400,9.648655e-01,9.643788e-01
761.600,9.631544e-01,9.650594e-01
761.800,9.713979e-01,9.654325e-01
762.000,9.687814e-01,9.654213e-01
762.200,9.624003e-01,9.650362e-01
762.400,9.638183e-01,9.643708e-01
762.600,9.613003e-01,9.635736e-01
762.800,9.596236e-01,9.628038e-01
763.000,9.661813e-01,9.621996e-01
763.200,9.585475e-01,9.618546e-01
763.400,9.624110e-01,9.617940e-01
763.600,9.599729e-01,9.619835e-01
763.800,9.630778e-01,9.623461e-01
764.000,9.649631e-01,9.627786e-01
764.200,9.619079e-01,9.631806e-01
764.400,9.651590e-01,9.634615e-01
764.600,9.643220e-01,9.635609e-01
764.800,9.647002e-01,9.634460e-01
765.000,9.603242e-01,9.631097e-01
765.200,9.606087e-01,9.625728e-01
765.400,9.666990e-01,9.618766e-01
765.600,9.608188e-01,9.610786e-01
765.800,9.541612e-01,9.602570e-01
766.000,9.642856e-01,9.595079e-01
766.200,9.576517e-01,9.589309e-01
766.400,9.571742e-01,9.586033e-01
766.600,9.578096e-01,9.585620e-01
766.800,9.544150e-01,9.587890e-01
767.000,9.609489e-01,9.592064e-01
767.200,9.610768e-01,9.597052e-01
767.400,9.644960e-01,9.601776e-01
767.600,9.640544e-01,9.605455e-01
767.800,9.592351e-01,9.607798e-01
768.000,9.546015e-01,9.608929e-01
768.200,9.608772e-01,9.609215e-01
768.400,9.640939e-01,9.609019e-01
768.600,9.592921e-01,9.608672e-01
768.800,9.616375e-01,9.608449e-01
769.000,9.698267e-01,9.608546e-01
769.200,9.538077e-01,9.609060e-01
769.400,9.540397e-01,9.610012e-01
769.600,9.618504e-01,9.611201e-01
769.800,9.641890e-01,9.612288e-01
770.000,9.661812e-01,9.612914e-01
770.200,9.639037e-01,9.612827e-01
770.400,9.591954e-01,9.612201e-01
770.600,9.564089e-01,9.611524e-01
770.800,9.587976e-01,9.611397e-01
771.000,9.641271e-01,9.612239e-01
771.200,9.604806e-01,9.613973e-01
771.400,9.621912e-01,9.615989e-01
771.600,9.610800e-01,9.617354e-01
771.800,9.649215e-01,9.617166e-01
772.000,9.643618e-01,9.614834e-01
772.200,9.598269e-01,9.610348e-01
772.400,9.547260e-01,9.604295e-01
772.600,9.580259e-01,9.597519e-01
772.800,9.669572e-01,9.590981e-01
773.000,9.550088e-01,9.585459e-01
773.200,9.551985e-01,9.581403e-01
773.400,9.579710e-01,9.578904e-01
773.600,9.564416e-01,9.577838e-01
773.800,9.598353e-01,9.577974e-01
774.000,9.596692e-01,9.579053e-01
774.200,9.598070e-01,9.580897e-01
774.400,9.547485e-01,9.583387e-01
774.600,9.570748e-01,9.586238e-01
774.800,9.589859e-01,9.589045e-01
775.000,9.602925e-01,9.591230e-01
775.200,9.624513e-01,9.592207e-01
775.400,9.582265e-01,9.591657e-01
775.600,9.608109e-01,9.589603e-01
775.800,9.572819e-01,9.586467e-01
776.000,9.595766e-01,9.582998e-01
776.200,9.521282e-01,9.580011e-01
776.400,9.552270e-01,9.578024e-01
776.600,9.634956e-01,9.577095e-01
776.800,9.593945e-01,9.576817e-01
777.000,9.529516e-01,9.576512e-01
777.200,9.606810e-01,9.575552e-01
777.400,9.552941e-01,9.573563e-01
777.600,9.601274e-01,9.570582e-01
777.800,9.600449e-01,9.566995e-01
778.000,9.477145e-01,9.563462e-01
778.200,9.552662e-01,9.560649e-01
778.400,9.591275e-01,9.558977e-01
778.600,9.581974e-01,9.558565e-01
778.800,9.552220e-01,9.559123e-01
779.000,9.499558e-01,9.560081e-01
779.200,9.573466e-01,9.560709e-01
779.400,9.617850e-01,9.560351e-01
779.600,9.568731e-01,9.558617e-01
779.800,9.527693e-01,9.555563e-01
780.000,9.544661e-01,9.551734e-01
780.200,9.557898e-01,9.547943e-01
780.400,9.555966e-01,9.545125e-01
780.600,9.493098e-01,9.544073e-01
780.800,9.522244e-01,9.545193e-01
781.000,9.601468e-01,9.548480e-01
781.200,9.556854e-01,9.553516e-01
781.400,9.563861e-01,9.559497e-01
781.600,9.545657e-01,9.565476e-01
781.800,9.562185e-01,9.570439e-01
782.000,9.598134e-01,9.573479e-01
782.200,9.579645e-01,9.573996e-01
782.400,9.585334e-01,9.571813e-01
782.600,9.573622e-01,9.567370e-01
782.800,9.588531e-01,9.561642e-01
783.000,9.488612e-01,9.555844e-01
783.200,9.541457e-01,9.551037e-01
783.400,9.531754e-01,9.547715e-01
783.600,9.546429e-01,9.545582e-01
783.800,9.544690e-01,9.543633e-01
784.000,9.559199e-01,9.540488e-01
784.200,9.557346e-01,9.535105e-01
784.400,9.564973e-01,9.527258e-01
784.600,9.508968e-01,9.517691e-01
784.800,9.451979e-01,9.508039e-01
785.000,9.485213e-01,9.500185e-01
785.200,9.478291e-01,9.495732e-01
785.400,9.483462e-01,9.495442e-01
785.600,9.501447e-01,9.499084e-01
785.800,9.525343e-01,9.505689e-01
786.000,9.552503e-01,9.513899e-01
786.200,9.525411e-01,9.522459e-01
786.400,9.510976e-01,9.530335e-01
786.600,9.556265e-01,9.536877e-01
786.800,9.497641e-01,9.541577e-01
787.000,9.552684e-01,9.544030e-01
787.200,9.598997e-01,9.543898e-01
787.400,9.523024e-01,9.541118e-01
787.600,9.584103e-01,9.535966e-01
787.800,9.474919e-01,9.529248e-01
788.000,9.516754e-01,9.522100e-01
788.200,9.510987e-01,9.515717e-01
788.400,9.467626e-01,9.511035e-01
788.600,9.534411e-01,9.508404e-01
788.800,9.493176e-01,9.507631e-01
789.000,9.542847e-01,9.508106e-01
789.200,9.493564e-01,9.509097e-01
789.400,9.536604e-01,9.510077e-01
789.600,9.495732e-01,9.510795e-01
789.800,9.501644e-01,9.511292e-01
790.000,9.469931e-01,9.511801e-01
790.200,9.582046e-01,9.512477e-01
790.400,9.508240e-01,9.513275e-01
790.600,9.497784e-01,9.513846e-01
790.800,9.477338e-01,9.513672e-01
791.000,9.505641e-01,9.512317e-01
791.200,9.582903e-01,9.509598e-01
791.400,9.512051e-01,9.505886e-01
791.600,9.508579e-01,9.501942e-01
791.800,9.468123e-01,9.498774e-01
792.000,9.409994e-01,9.497167e-01
792.200,9.494877e-01,9.497416e-01
792.400,9.556379e-01,9.499162e-01
792.600,9.532604e-01,9.501451e-01
792.800,9.493929e-01,9.503119e-01
793.000,9.493662e-01,9.503195e-01
793.200,9.535494e-01,9.501141e-01
793.400,9.447388e-01,9.496970e-01
793.600,9.497114e-01,9.491181e-01
793.800,9.495083e-01,9.484476e-01
794.000,9.455049e-01,9.477660e-01
794.200,9.511608e-01,9.471394e-01
794.400,9.408227e-01,9.466300e-01
794.600,9.526600e-01,9.462843e-01
794.800,9.401597e-01,9.461310e-01
795.000,9.438007e-01,9.461819e-01
795.200,9.481635e-01,9.464228e-01
795.400,9.516349e-01,9.468282e-01
795.600,9.442616e-01,9.473659e-01
795.800,9.512013e-01,9.479995e-01
796.000,9.466690e-01,9.486866e-01
796.200,9.493406e-01,9.493651e-01
796.400,9.478389e-01,9.499466e-01
796.600,9.466131e-01,9.503341e-01
796.800,9.607101e-01,9.504291e-01
797.000,9.498017e-01,9.501766e-01
797.200,9.547110e-01,9.495823e-01
797.400,9.428709e-01,9.487145e-01
797.600,9.411176e-01,9.476938e-01
797.800,9.486010e-01,9.466524e-01
798.000,9.417366e-01,9.457195e-01
798.200,9.506313e-01,9.449895e-01
798.400,9.493077e-01,9.445277e-01
798.600,9.384006e-01,9.443710e-01
798.800,9.401519e-01,9.445285e-01
799.000,9.465285e-01,9.449694e-01
799.200,9.419627e-01,9.456264e-01
799.400,9.525436e-01,9.463929e-01
799.600,9.492806e-01,9.471446e-01
799.800,9.483499e-01,9.477660e-01
800.000,9.488667e-01,9.481806e-01
800.200,9.471405e-01,9.483747e-01
800.400,9.481719e-01,9.483807e-01
800.600,9.478356e-01,9.482668e-01
800.800,9.471390e-01,9.480989e-01
801.000,9.485334e-01,9.479254e-01
801.200,9.481419e-01,9.477714e-01
801.400,9.469171e-01,9.476354e-01
801.600,9.480545e-01,9.475120e-01
801.800,9.479622e-01,9.473950e-01
802.000,9.457461e-01,9.472789e-01
802.200,9.469796e-01,9.471632e-01
802.400,9.473684e-01,9.470490e-01
802.600,9.468647e-01,9.469300e-01
802.800,9.476296e-01,9.468046e-01
803.000,9.462701e-01,9.466698e-01
803.200,9.464598e-01,9.465281e-01
803.400,9.461088e-01,9.463875e-01
803.600,9.459986e-01,9.462571e-01
803.800,9.456372e-01,9.461434e-01
804.000,9.464475e-01,9.460461e-01
804.200,9.458304e-01,9.459585e-01
804.400,9.460581e-01,9.458713e-01
804.600,9.458998e-01,9.457771e-01
804.800,9.459957e-01,9.456745e-01
805.000,9.449289e-01,9.455691e-01
805.200,9.457772e-01,9.454707e-01
805.400,9.443957e-01,9.453874e-01
805.600,9.455040e-01,9.453227e-01
805.800,9.454123e-01,9.452713e-01
806.000,9.456320e-01,9.452223e-01
806.200,9.448178e-01,9.451630e-01
806.400,9.454138e-01,9.450848e-01
806.600,9.448972e-01,9.449865e-01
806.800,9.449290e-01,9.448760e-01
807.000,9.447889e-01,9.447676e-01
807.200,9.440734e-01,9.446755e-01
807.400,9.439782e-01,9.446102e-01
807.600,9.452944e-01,9.445729e-01
807.800,9.445143e-01,9.445551e-01
808.000,9.443854e-01,9.445411e-01
808.200,9.441132e-01,9.445137e-01
808.400,9.456466e-01,9.444584e-01
808.600,9.438028e-01,9.443686e-01
808.800,9.446213e-01,9.442461e-01
809.000,9.433119e-01,9.441018e-01
809.200,9.443576e-01,9.439496e-01
809.400,9.433526e-01,9.438029e-01
809.600,9.431027e-01,9.436716e-01
809.800,9.445555e-01,9.435595e-01
810.000,9.427097e-01,9.434663e-01
810.200,9.432297e-01,9.433898e-01
810.400,9.439528e-01,9.433276e-01
810.600,9.434830e-01,9.432790e-01
810.800,9.424273e-01,9.432437e-01
811.000,9.429539e-01,9.432208e-01
811.200,9.434829e-01,9.432055e-01
811.400,9.434809e-01,9.431897e-01
811.600,9.427681e-01,9.431618e-01
811.800,9.435024e-01,9.431128e-01
812.000,9.434567e-01,9.430348e-01
812.200,9.419972e-01,9.429273e-01
812.400,9.436768e-01,9.427947e-01
812.600,9.418007e-01,9.426459e-01
812.800,9.423654e-01,9.424920e-01
813.000,9.425980e-01,9.423433e-01
813.200,9.420260e-01,9.422088e-01
813.400,9.422290e-01,9.420945e-01
813.600,9.416429e-01,9.420044e-01
813.800,9.418789e-01,9.419394e-01
814.000,9.416161e-01,9.418978e-01
814.200,9.425700e-01,9.418735e-01
814.400,9.408765e-01,9.418570e-01
814.600,9.425595e-01,9.418360e-01
814.800,9.415677e-01,9.417988e-01
815.000,9.418263e-01,9.417350e-01
815.200,9.421144e-01,9.416406e-01
815.400,9.410961e-01,9.415185e-01
815.600,9.411070e-01,9.413779e-01
815.800,9.417862e-01,9.412341e-01
816.000,9.402028e-01,9.411027e-01
816.200,9.410462e-01,9.409976e-01
816.400,9.413241e-01,9.409267e-01
816.600,9.403146e-01,9.408896e-01
816.800,9.403705e-01,9.408776e-01
817.000,9.414632e-01,9.408762e-01
817.200,9.414338e-01,9.408696e-01
817.400,9.402341e-01,9.408441e-01
817.600,9.414119e-01,9.407923e-01
817.800,9.403060e-01,9.407121e-01
818.000,9.405314e-01,9.406079e-01
818.200,9.402432e-01,9.404850e-01
818.400,9.404545e-01,9.403482e-01
818.600,9.400502e-01,9.401993e-01
818.800,9.399539e-01,9.400380e-01
819.000,9.398207e-01,9.398649e-01
819.200,9.396273e-01,9.396855e-01
819.400,9.400774e-01,9.395106e-01
819.600,9.393144e-01,9.393555e-01
819.800,9.381698e-01,9.392346e-01
820.000,9.388517e-01,9.391551e-01
820.200,9.386850e-01,9.391136e-01
820.400,9.394787e-01,9.390979e-01
820.600,9.398063e-01,9.390897e-01
820.800,9.397774e-01,9.390726e-01
821.000,9.385999e-01,9.390376e-01
821.200,9.386331e-01,9.389837e-01
821.400,9.381891e-01,9.389160e-01
821.600,9.389792e-01,9.388392e-01
821.800,9.389672e-01,9.387538e-01
822.000,9.386244e-01,9.386544e-01
822.200,9.386671e-01,9.385326e-01
822.400,9.385123e-01,9.383823e-01
822.600,9.383845e-01,9.382046e-01
822.800,9.376873e-01,9.380096e-01
823.000,9.372258e-01,9.378129e-01
823.200,9.378152e-01,9.376299e-01
823.400,9.366777e-01,9.374720e-01
823.600,9.377709e-01,9.373428e-01
823.800,9.371295e-01,9.372383e-01
824.000,9.372457e-01,9.371511e-01
824.200,9.374400e-01,9.370736e-01
824.400,9.366400e-01,9.370002e-01
824.600,9.366679e-01,9.369287e-01
824.800,9.365422e-01,9.368571e-01
825.000,9.372147e-01,9.367818e-01
825.200,9.366197e-01,9.366966e-01
825.400,9.361091e-01,9.365927e-01
825.600,9.369087e-01,9.364620e-01
825.800,9.367303e-01,9.362999e-01
826.000,9.357183e-01,9.361080e-01
826.200,9.355147e-01,9.358958e-01
826.400,9.355909e-01,9.356784e-01
826.600,9.353794e-01,9.354746e-01
826.800,9.353501e-01,9.353013e-01
827.000,9.351822e-01,9.351702e-01
827.200,9.341571e-01,9.350832e-01
827.400,9.348650e-01,9.350318e-01
827.600,9.355953e-01,9.349987e-01
827.800,9.349115e-01,9.349614e-01
828.000,9.352610e-01,9.348993e-01
828.200,9.346712e-01,9.347987e-01
828.400,9.348534e-01,9.346582e-01
828.600,9.345363e-01,9.344875e-01
828.800,9.337918e-01,9.343046e-01
829.000,9.338880e-01,9.341290e-01
829.200,9.336869e-01,9.339754e-01
829.400,9.335429e-01,9.338489e-01
829.600,9.337490e-01,9.337443e-01
829.800,9.341575e-01,9.336503e-01
830.000,9.337127e-01,9.335531e-01
830.200,9.333019e-01,9.334423e-01
830.400,9.330985e-01,9.333149e-01
830.600,9.326074e-01,9.331742e-01
830.800,9.336486e-01,9.330299e-01
831.000,9.328732e-01,9.328931e-01
831.200,9.324718e-01,9.327724e-01
831.400,9.320388e-01,9.326712e-01
831.600,9.328822e-01,9.325859e-01
831.800,9.321397e-01,9.325069e-01
832.000,9.328319e-01,9.324222e-01
832.200,9.326676e-01,9.323212e-01
832.400,9.319320e-01,9.321986e-01
832.600,9.320818e-01,9.320568e-01
832.800,9.320735e-01,9.319048e-01
833.000,9.309121e-01,9.317556e-01
833.200,9.317040e-01,9.316214e-01
833.400,9.310458e-01,9.315114e-01
833.600,9.321803e-01,9.314272e-01
833.800,9.310660e-01,9.313643e-01
834.000,9.311593e-01,9.313121e-01
834.200,9.309145e-01,9.312580e-01
834.400,9.314367e-01,9.311894e-01
834.600,9.313387e-01,9.310959e-01
834.800,9.310359e-01,9.309724e-01
835.000,9.308362e-01,9.308190e-01
835.200,9.302562e-01,9.306411e-01
835.400,9.301350e-01,9.304487e-01
835.600,9.303986e-01,9.302532e-01
835.800,9.304295e-01,9.300659e-01
836.000,9.289052e-01,9.298956e-01
836.200,9.300638e-01,9.297470e-01
836.400,9.291307e-01,9.296216e-01
836.600,9.299061e-01,9.295187e-01
836.800,9.294653e-01,9.294351e-01
837.000,9.293861e-01,9.293673e-01
837.200,9.292837e-01,9.293096e-01
837.400,9.282646e-01,9.292547e-01
837.600,9.297635e-01,9.291934e-01
837.800,9.291671e-01,9.291177e-01
838.000,9.292647e-01,9.290214e-01
838.200,9.294264e-01,9.289034e-01
838.400,9.279616e-01,9.287668e-01
838.600,9.284506e-01,9.286174e-01
838.800,9.282727e-01,9.284598e-01
839.000,9.278522e-01,9.282960e-01
839.200,9.279778e-01,9.281244e-01
839.400,9.290060e-01,9.279408e-01
839.600,9.277837e-01,9.277419e-01
839.800,9.270293e-01,9.275269e-01
840.000,9.264865e-01,9.272993e-01
840.200,9.270350e-01,9.270652e-01
840.400,9.265805e-01,9.268337e-01
840.600,9.276071e-01,9.266142e-01
840.800,9.261346e-01,9.264150e-01
841.000,9.258963e-01,9.262439e-01
841.200,9.251419e-01,9.261049e-01
841.400,9.262537e-01,9.259980e-01
841.600,9.260408e-01,9.259177e-01
841.800,9.257624e-01,9.258530e-01
842.000,9.260719e-01,9.257917e-01
842.200,9.258648e-01,9.257219e-01
842.400,9.253789e-01,9.256358e-01
842.600,9.254625e-01,9.255305e-01
842.800,9.255865e-01,9.254084e-01
843.000,9.248165e-01,9.252723e-01
843.200,9.249106e-01,9.251236e-01
843.400,9.250965e-01,9.249603e-01
843.600,9.246054e-01,9.247800e-01
843.800,9.250675e-01,9.245822e-01
844.000,9.237902e-01,9.243716e-01
844.200,9.249865e-01,9.241586e-01
844.400,9.233584e-01,9.239572e-01
844.600,9.226031e-01,9.237810e-01
844.800,9.235765e-01,9.236386e-01
845.000,9.236991e-01,9.235305e-01
845.200,9.244258e-01,9.234493e-01
845.400,9.230015e-01,9.233819e-01
845.600,9.228616e-01,9.233135e-01
845.800,9.228124e-01,9.232325e-01
846.000,9.239135e-01,9.231322e-01
846.200,9.231135e-01,9.230132e-01
846.400,9.224674e-01,9.228801e-01
846.600,9.230703e-01,9.227402e-01
846.800,9.218763e-01,9.226003e-01
847.000,9.222310e-01,9.224641e-01
847.200,9.220879e-01,9.223331e-01
847.400,9.230345e-01,9.222067e-01
847.600,9.223190e-01,9.220841e-01
847.800,9.212270e-01,9.219651e-01
848.000,9.217848e-01,9.218501e-01
848.200,9.213848e-01,9.217400e-01
848.400,9.216413e-01,9.216353e-01
848.600,9.220564e-01,9.215345e-01
848.800,9.211292e-01,9.214349e-01
849.000,9.212885e-01,9.213339e-01
849.200,9.212700e-01,9.212309e-01
849.400,9.208382e-01,9.211289e-01
849.600,9.213772e-01,9.210321e-01
849.800,9.206957e-01,9.209447e-01
850.000,9.203623e-01,9.208680e-01
850.200,9.211648e-01,9.207977e-01
850.400,9.199843e-01,9.207256e-01
850.600,9.214403e-01,9.206406e-01
850.800,9.209644e-01,9.205337e-01
851.000,9.197553e-01,9.204011e-01
851.200,9.204543e-01,9.202474e-01
851.400,9.197205e-01,9.200854e-01
851.600,9.201857e-01,9.199334e-01
851.800,9.195537e-01,9.198113e-01
852.000,9.193498e-01,9.197351e-01
852.200,9.196429e-01,9.197118e-01
852.400,9.193602e-01,9.197377e-01
852.600,9.202530e-01,9.197986e-01
852.800,9.199673e-01,9.198722e-01
853.000,9.198349e-01,9.199345e-01
853.200,9.203463e-01,9.199640e-01
853.400,9.201565e-01,9.199470e-01
853.600,9.199805e-01,9.198802e-01
853.800,9.191815e-01,9.197702e-01
854.000,9.198636e-01,9.196314e-01
854.200,9.195277e-01,9.194815e-01
854.400,9.189271e-01,9.193345e-01
854.600,9.187768e-01,9.191993e-01
854.800,9.191518e-01,9.190770e-01
855.000,9.187288e-01,9.189624e-01
855.200,9.192537e-01,9.188480e-01
855.400,9.191287e-01,9.187266e-01
855.600,9.181737e-01,9.185962e-01
855.800,9.183216e-01,9.184593e-01
856.000,9.177615e-01,9.183231e-01
856.200,9.186672e-01,9.181957e-01
856.400,9.178082e-01,9.180831e-01
856.600,9.182257e-01,9.179866e-01
856.800,9.169253e-01,9.179034e-01
857.000,9.185738e-01,9.178270e-01
857.200,9.175716e-01,9.177491e-01
857.400,9.179061e-01,9.176631e-01
857.600,9.175978e-01,9.175640e-01
857.800,9.166114e-01,9.174495e-01
858.000,9.178876e-01,9.173196e-01
858.200,9.167076e-01,9.171759e-01
858.400,9.174273e-01,9.170207e-01
858.600,9.170154e-01,9.168574e-01
858.800,9.158839e-01,9.166887e-01
859.000,9.163930e-01,9.165178e-01
859.200,9.168600e-01,9.163473e-01
859.400,9.156840e-01,9.161812e-01
859.600,9.161557e-01,9.160249e-01
859.800,9.159085e-01,9.158857e-01
860.000,9.156774e-01,9.157719e-01
860.200,9.155951e-01,9.156896e-01
860.400,9.151520e-01,9.156428e-01
860.600,9.155203e-01,9.156288e-01
860.800,9.158745e-01,9.156379e-01
861.000,9.157187e-01,9.156548e-01
861.200,9.157092e-01,9.156626e-01
861.400,9.160963e-01,9.156481e-01
861.600,9.152648e-01,9.156024e-01
861.800,9.159595e-01,9.155250e-01
862.000,9.149207e-01,9.154204e-01
862.200,9.151483e-01,9.152956e-01
862.400,9.146119e-01,9.151576e-01
862.600,9.155296e-01,9.150130e-01
862.800,9.154169e-01,9.148663e-01
863.000,9.141575e-01,9.147219e-01
863.200,9.139665e-01,9.145866e-01
863.400,9.147645e-01,9.144671e-01
863.600,9.145138e-01,9.143697e-01
863.800,9.141401e-01,9.142972e-01
864.000,9.134450e-01,9.142471e-01
864.200,9.147971e-01,9.142101e-01
864.400,9.138804e-01,9.141733e-01
864.600,9.144464e-01,9.141223e-01
864.800,9.144235e-01,9.140456e-01
865.000,9.140661e-01,9.139370e-01
865.200,9.129366e-01,9.137976e-01
865.400,9.133921e-01,9.136343e-01
865.600,9.142051e-01,9.134595e-01
865.800,9.126878e-01,9.132876e-01
866.000,9.135139e-01,9.131317e-01
866.200,9.126450e-01,9.130002e-01
866.400,9.122473e-01,9.128926e-01
866.600,9.121764e-01,9.127994e-01
866.800,9.135921e-01,9.127041e-01
867.000,9.127218e-01,9.125881e-01
867.200,9.126170e-01,9.124371e-01
867.400,9.124629e-01,9.122474e-01
867.600,9.118017e-01,9.120296e-01
867.800,9.112971e-01,9.118058e-01
868.000,9.116389e-01,9.116033e-01
868.200,9.107730e-01,9.114455e-01
868.400,9.109823e-01,9.113444e-01
868.600,9.116562e-01,9.112954e-01
868.800,9.109018e-01,9.112812e-01
869.000,9.115803e-01,9.112780e-01
869.200,9.120872e-01,9.112617e-01
869.400,9.111149e-01,9.112171e-01
869.600,9.109898e-01,9.111383e-01
869.800,9.104476e-01,9.110264e-01
870.000,9.106553e-01,9.108881e-01
870.200,9.109791e-01,9.107302e-01
870.400,9.103491e-01,9.105579e-01
870.600,9.110886e-01,9.103767e-01
870.800,9.097536e-01,9.101926e-01
871.000,9.096102e-01,9.100136e-01
871.200,9.098300e-01,9.098488e-01
871.400,9.093463e-01,9.097057e-01
871.600,9.093985e-01,9.095868e-01
871.800,9.097823e-01,9.094880e-01
872.000,9.091192e-01,9.093997e-01
872.200,9.091081e-01,9.093109e-01
872.400,9.102621e-01,9.092126e-01
872.600,9.084509e-01,9.091003e-01
872.800,9.092247e-01,9.089746e-01
873.000,9.084303e-01,9.088382e-01
873.200,9.076263e-01,9.086943e-01
873.400,9.090573e-01,9.085450e-01
873.600,9.090919e-01,9.083923e-01
873.800,9.085523e-01,9.082395e-01
874.000,9.076849e-01,9.080923e-01
874.200,9.069245e-01,9.079566e-01
874.400,9.076962e-01,9.078379e-01
874.600,9.081394e-01,9.077369e-01
874.800,9.071711e-01,9.076479e-01
875.000,9.082412e-01,9.075600e-01
875.200,9.078245e-01,9.074601e-01
875.400,9.064198e-01,9.073381e-01
