ILDIALCT,ilab_v1,FITS/CSV file dialect
875.600,9.072831e-01,9.071900e-01
875.800,9.071359e-01,9.070217e-01
876.000,9.073361e-01,9.068452e-01
876.200,9.063212e-01,9.066769e-01
876.400,9.055741e-01,9.065308e-01
876.600,9.063615e-01,9.064136e-01
876.800,9.064783e-01,9.063250e-01
877.000,9.061820e-01,9.062557e-01
877.200,9.065204e-01,9.061908e-01
877.400,9.062724e-01,9.061149e-01
877.600,9.055383e-01,9.060149e-01
877.800,9.063142e-01,9.058849e-01
878.000,9.049774e-01,9.057266e-01
878.200,9.063593e-01,9.055477e-01
878.400,9.049159e-01,9.053602e-01
878.600,9.050292e-01,9.051761e-01
878.800,9.044478e-01,9.050035e-01
879.000,9.046848e-01,9.048462e-01
879.200,9.051963e-01,9.047027e-01
879.400,9.040053e-01,9.045687e-01
879.600,9.051304e-01,9.044386e-01
879.800,9.041081e-01,9.043089e-01
880.000,9.035420e-01,9.041805e-01
880.200,9.042839e-01,9.040574e-01
880.400,9.040456e-01,9.039448e-01
880.600,9.038280e-01,9.038467e-01
880.800,9.032165e-01,9.037631e-01
881.000,9.035980e-01,9.036888e-01
881.200,9.036848e-01,9.036159e-01
881.400,9.037788e-01,9.035357e-01
881.600,9.038332e-01,9.034438e-01
881.800,9.032841e-01,9.033393e-01
882.000,9.028146e-01,9.032254e-01
882.200,9.025984e-01,9.031065e-01
882.400,9.029277e-01,9.029855e-01
882.600,9.028571e-01,9.028618e-01
882.800,9.029880e-01,9.027317e-01
883.000,9.029898e-01,9.025917e-01
883.200,9.021859e-01,9.024403e-01
883.400,9.019134e-01,9.022800e-01
883.600,9.017954e-01,9.021168e-01
883.800,9.021804e-01,9.019582e-01
884.000,9.015730e-01,9.018099e-01
884.200,9.013456e-01,9.016745e-01
884.400,9.017797e-01,9.015511e-01
884.600,9.016994e-01,9.014363e-01
884.800,9.013054e-01,9.013256e-01
885.000,9.003852e-01,9.012154e-01
885.200,9.015729e-01,9.011022e-01
885.400,9.006577e-01,9.009844e-01
885.600,9.011061e-01,9.008631e-01
885.800,9.010163e-01,9.007417e-01
886.000,9.001938e-01,9.006262e-01
886.200,9.008601e-01,9.005244e-01
886.400,8.998390e-01,9.004436e-01
886.600,8.999915e-01,9.003879e-01
886.800,9.003186e-01,9.003575e-01
887.000,9.008529e-01,9.003483e-01
887.200,9.008299e-01,9.003535e-01
887.400,9.001421e-01,9.003634e-01
887.600,8.996157e-01,9.003669e-01
887.800,9.007612e-01,9.003523e-01
888.000,9.000635e-01,9.003079e-01
888.200,8.998500e-01,9.002250e-01
888.400,9.015426e-01,9.001009e-01
888.600,9.000037e-01,8.999406e-01
888.800,8.993173e-01,8.997570e-01
889.000,8.984955e-01,8.995694e-01
889.200,8.990906e-01,8.993968e-01
889.400,8.993635e-01,8.992531e-01
889.600,8.995696e-01,8.991440e-01
889.800,8.990251e-01,8.990652e-01
890.000,8.988575e-01,8.990060e-01
890.200,8.987018e-01,8.989527e-01
890.400,8.987679e-01,8.988935e-01
890.600,8.994380e-01,8.988211e-01
890.800,8.987594e-01,8.987347e-01
891.000,8.978343e-01,8.986381e-01
891.200,8.992609e-01,8.985391e-01
891.400,8.984081e-01,8.984454e-01
891.600,8.974428e-01,8.983617e-01
891.800,8.983033e-01,8.982893e-01
892.000,8.984426e-01,8.982241e-01
892.200,8.985021e-01,8.981587e-01
892.400,8.980727e-01,8.980869e-01
892.600,8.976418e-01,8.980058e-01
892.800,8.983523e-01,8.979195e-01
893.000,8.977020e-01,8.978378e-01
893.200,8.975690e-01,8.977720e-01
893.400,8.971831e-01,8.977315e-01
893.600,8.977469e-01,8.977181e-01
893.800,8.977667e-01,8.977244e-01
894.000,8.978099e-01,8.977355e-01
894.200,8.979503e-01,8.977318e-01
894.400,8.978714e-01,8.976957e-01
894.600,8.976420e-01,8.976174e-01
894.800,8.977017e-01,8.974969e-01
895.000,8.966756e-01,8.973418e-01
895.200,8.975825e-01,8.971657e-01
895.400,8.963441e-01,8.969826e-01
895.600,8.964999e-01,8.968037e-01
895.800,8.969089e-01,8.966337e-01
896.000,8.962842e-01,8.964720e-01
896.200,8.967032e-01,8.963171e-01
896.400,8.956776e-01,8.961675e-01
896.600,8.958538e-01,8.960239e-01
896.800,8.960891e-01,8.958892e-01
897.000,8.957709e-01,8.957669e-01
897.200,8.955188e-01,8.956576e-01
897.400,8.944654e-01,8.955567e-01
897.600,8.960953e-01,8.954550e-01
897.800,8.958626e-01,8.953412e-01
898.000,8.952399e-01,8.952065e-01
898.200,8.941144e-01,8.950501e-01
898.400,8.957147e-01,8.948801e-01
898.600,8.952917e-01,8.947130e-01
898.800,8.930864e-01,8.945655e-01
899.000,8.937851e-01,8.944482e-01
899.200,8.943144e-01,8.943604e-01
899.400,8.946639e-01,8.942874e-01
899.600,8.944969e-01,8.942057e-01
899.800,8.945650e-01,8.940902e-01
900.000,8.939633e-01,8.939240e-01
900.200,8.933846e-01,8.937040e-01
900.400,8.930792e-01,8.934421e-01
900.600,8.930766e-01,8.931603e-01
900.800,8.929346e-01,8.928834e-01
901.000,8.918951e-01,8.926336e-01
901.200,8.920567e-01,8.924238e-01
901.400,8.925782e-01,8.922553e-01
901.600,8.923553e-01,8.921204e-01
901.800,8.915310e-01,8.920072e-01
902.000,8.917931e-01,8.919027e-01
902.200,8.919573e-01,8.917960e-01
902.400,8.919722e-01,8.916812e-01
902.600,8.914365e-01,8.915570e-01
902.800,8.913840e-01,8.914244e-01
903.000,8.901920e-01,8.912851e-01
903.200,8.917271e-01,8.911391e-01
903.400,8.916010e-01,8.909830e-01
903.600,8.898781e-01,8.908120e-01
903.800,8.903576e-01,8.906224e-01
904.000,8.911474e-01,8.904139e-01
904.200,8.901575e-01,8.901919e-01
904.400,8.898271e-01,8.899669e-01
904.600,8.893052e-01,8.897512e-01
904.800,8.888591e-01,8.895560e-01
905.000,8.892772e-01,8.893881e-01
905.200,8.892818e-01,8.892469e-01
905.400,8.900279e-01,8.891265e-01
905.600,8.886405e-01,8.890178e-01
905.800,8.883844e-01,8.889105e-01
906.000,8.888396e-01,8.887957e-01
906.200,8.884550e-01,8.886673e-01
906.400,8.886039e-01,8.885230e-01
906.600,8.888438e-01,8.883647e-01
906.800,8.882547e-01,8.881971e-01
907.000,8.872550e-01,8.880247e-01
907.200,8.877915e-01,8.878520e-01
907.400,8.873670e-01,8.876797e-01
907.600,8.870608e-01,8.875053e-01
907.800,8.880322e-01,8.873238e-01
908.000,8.875781e-01,8.871316e-01
908.200,8.864837e-01,8.869283e-01
908.400,8.864090e-01,8.867184e-01
908.600,8.860937e-01,8.865104e-01
908.800,8.863835e-01,8.863141e-01
909.000,8.857856e-01,8.861357e-01
909.200,8.860546e-01,8.859765e-01
909.400,8.858848e-01,8.858327e-01
909.600,8.858860e-01,8.856967e-01
909.800,8.847213e-01,8.855613e-01
910.000,8.862716e-01,8.854223e-01
910.200,8.848388e-01,8.852783e-01
910.400,8.854263e-01,8.851304e-01
910.600,8.840094e-01,8.849815e-01
910.800,8.850176e-01,8.848327e-01
911.000,8.850159e-01,8.846829e-01
911.200,8.845318e-01,8.845301e-01
911.400,8.839474e-01,8.843722e-01
911.600,8.843734e-01,8.842090e-01
911.800,8.836824e-01,8.840438e-01
912.000,8.842800e-01,8.838837e-01
912.200,8.837411e-01,8.837383e-01
912.400,8.832167e-01,8.836161e-01
912.600,8.827484e-01,8.835224e-01
912.800,8.837577e-01,8.834572e-01
913.000,8.838316e-01,8.834150e-01
913.200,8.831318e-01,8.833847e-01
913.400,8.834232e-01,8.833541e-01
913.600,8.834760e-01,8.833110e-01
913.800,8.831564e-01,8.832463e-01
914.000,8.827632e-01,8.831555e-01
914.200,8.832850e-01,8.830393e-01
914.400,8.833485e-01,8.829034e-01
914.600,8.825322e-01,8.827568e-01
914.800,8.819124e-01,8.826108e-01
915.000,8.826458e-01,8.824761e-01
915.200,8.824806e-01,8.823610e-01
915.400,8.817913e-01,8.822703e-01
915.600,8.822329e-01,8.822058e-01
915.800,8.823872e-01,8.821661e-01
916.000,8.823431e-01,8.821487e-01
916.200,8.819523e-01,8.821502e-01
916.400,8.820822e-01,8.821671e-01
916.600,8.816910e-01,8.821943e-01
916.800,8.825923e-01,8.822251e-01
917.000,8.826771e-01,8.822505e-01
917.200,8.824226e-01,8.822593e-01
917.400,8.813865e-01,8.822415e-01
917.600,8.824704e-01,8.821905e-01
917.800,8.824218e-01,8.821051e-01
918.000,8.826663e-01,8.819902e-01
918.200,8.812826e-01,8.818566e-01
918.400,8.809893e-01,8.817184e-01
918.600,8.812484e-01,8.815894e-01
918.800,8.820554e-01,8.814803e-01
919.000,8.814399e-01,8.813975e-01
919.200,8.812625e-01,8.813416e-01
919.400,8.810616e-01,8.813082e-01
919.600,8.807443e-01,8.812892e-01
919.800,8.820531e-01,8.812748e-01
920.000,8.808537e-01,8.812551e-01
920.200,8.813840e-01,8.812227e-01
920.400,8.817170e-01,8.811737e-01
920.600,8.809826e-01,8.811064e-01
920.800,8.802460e-01,8.810216e-01
921.000,8.807265e-01,8.809230e-01
921.200,8.812019e-01,8.808149e-01
921.400,8.810647e-01,8.807022e-01
921.600,8.804749e-01,8.805900e-01
921.800,8.801685e-01,8.804820e-01
922.000,8.801483e-01,8.803793e-01
922.200,8.797504e-01,8.802808e-01
922.400,8.801600e-01,8.801816e-01
922.600,8.808662e-01,8.800761e-01
922.800,8.803355e-01,8.799596e-01
923.000,8.789682e-01,8.798312e-01
923.200,8.801323e-01,8.796955e-01
923.400,8.789355e-01,8.795599e-01
923.600,8.790994e-01,8.794345e-01
923.800,8.795490e-01,8.793285e-01
924.000,8.799611e-01,8.792480e-01
924.200,8.783079e-01,8.791948e-01
924.400,8.791872e-01,8.791667e-01
924.600,8.794011e-01,8.791583e-01
924.800,8.786356e-01,8.791621e-01
925.000,8.795762e-01,8.791693e-01
925.200,8.792932e-01,8.791702e-01
925.400,8.794231e-01,8.791562e-01
925.600,8.786144e-01,8.791192e-01
925.800,8.790375e-01,8.790547e-01
926.000,8.791450e-01,8.789623e-01
926.200,8.788913e-01,8.788458e-01
926.400,8.790906e-01,8.787129e-01
926.600,8.778407e-01,8.785752e-01
926.800,8.781294e-01,8.784449e-01
927.000,8.785932e-01,8.783325e-01
927.200,8.782071e-01,8.782429e-01
927.400,8.780428e-01,8.781737e-01
927.600,8.777067e-01,8.781131e-01
927.800,8.778086e-01,8.780452e-01
928.000,8.783556e-01,8.779544e-01
928.200,8.785499e-01,8.778310e-01
928.400,8.779892e-01,8.776775e-01
928.600,8.767552e-01,8.775063e-01
928.800,8.770955e-01,8.773373e-01
929.000,8.763639e-01,8.771883e-01
929.200,8.771776e-01,8.770687e-01
929.400,8.767952e-01,8.769749e-01
929.600,8.768744e-01,8.768929e-01
929.800,8.777576e-01,8.768047e-01
930.000,8.766515e-01,8.766954e-01
930.200,8.765922e-01,8.765610e-01
930.400,8.760824e-01,8.764078e-01
930.600,8.755944e-01,8.762496e-01
930.800,8.759958e-01,8.761022e-01
931.000,8.756404e-01,8.759775e-01
931.200,8.767743e-01,8.758816e-01
931.400,8.757544e-01,8.758151e-01
931.600,8.753633e-01,8.757746e-01
931.800,8.755265e-01,8.757545e-01
932.000,8.757446e-01,8.757471e-01
932.200,8.755419e-01,8.757426e-01
932.400,8.760856e-01,8.757274e-01
932.600,8.760176e-01,8.756879e-01
932.800,8.749850e-01,8.756120e-01
933.000,8.759728e-01,8.754935e-01
933.200,8.755868e-01,8.753362e-01
933.400,8.750259e-01,8.751522e-01
933.600,8.747399e-01,8.749603e-01
933.800,8.739750e-01,8.747782e-01
934.000,8.741557e-01,8.746186e-01
934.200,8.749923e-01,8.744858e-01
934.400,8.744116e-01,8.743760e-01
934.600,8.743517e-01,8.742798e-01
934.800,8.742507e-01,8.741855e-01
935.000,8.740756e-01,8.740839e-01
935.200,8.733756e-01,8.739700e-01
935.400,8.735959e-01,8.738440e-01
935.600,8.745180e-01,8.737102e-01
935.800,8.736459e-01,8.735752e-01
936.000,8.732956e-01,8.734462e-01
936.200,8.720646e-01,8.733281e-01
936.400,8.735130e-01,8.732224e-01
936.600,8.734282e-01,8.731251e-01
936.800,8.733803e-01,8.730281e-01
937.000,8.722213e-01,8.729205e-01
937.200,8.729978e-01,8.727913e-01
937.400,8.726733e-01,8.726346e-01
937.600,8.725956e-01,8.724523e-01
937.800,8.723242e-01,8.722539e-01
938.000,8.718490e-01,8.720550e-01
938.200,8.710871e-01,8.718735e-01
938.400,8.719004e-01,8.717231e-01
938.600,8.714384e-01,8.716098e-01
938.800,8.708961e-01,8.715287e-01
939.000,8.720242e-01,8.714659e-01
939.200,8.718053e-01,8.714010e-01
939.400,8.708852e-01,8.713128e-01
939.600,8.710354e-01,8.711849e-01
939.800,8.716536e-01,8.710112e-01
940.000,8.706045e-01,8.707972e-01
940.200,8.701797e-01,8.705594e-01
940.400,8.704712e-01,8.703203e-01
940.600,8.696437e-01,8.701039e-01
940.800,8.695912e-01,8.699278e-01
941.000,8.694857e-01,8.697991e-01
941.200,8.692303e-01,8.697127e-01
941.400,8.704534e-01,8.696538e-01
941.600,8.695292e-01,8.696028e-01
941.800,8.698813e-01,8.695418e-01
942.000,8.694002e-01,8.694588e-01
942.200,8.691131e-01,8.693489e-01
942.400,8.690016e-01,8.692145e-01
942.600,8.687106e-01,8.690609e-01
942.800,8.692227e-01,8.688930e-01
943.000,8.685589e-01,8.687156e-01
943.200,8.686453e-01,8.685331e-01
943.400,8.681186e-01,8.683498e-01
943.600,8.681988e-01,8.681717e-01
943.800,8.677352e-01,8.680054e-01
944.000,8.676897e-01,8.678551e-01
944.200,8.672952e-01,8.677216e-01
944.400,8.678117e-01,8.676006e-01
944.600,8.674984e-01,8.674842e-01
944.800,8.676554e-01,8.673654e-01
945.000,8.669849e-01,8.672409e-01
945.200,8.672670e-01,8.671142e-01
945.400,8.673127e-01,8.669952e-01
945.600,8.659027e-01,8.668960e-01
945.800,8.665045e-01,8.668252e-01
946.000,8.671306e-01,8.667835e-01
946.200,8.665201e-01,8.667609e-01
946.400,8.669677e-01,8.667374e-01
946.600,8.668036e-01,8.666890e-01
946.800,8.666295e-01,8.665948e-01
947.000,8.664606e-01,8.664446e-01
947.200,8.667880e-01,8.662428e-01
947.400,8.659234e-01,8.660076e-01
947.600,8.651137e-01,8.657660e-01
947.800,8.649864e-01,8.655462e-01
948.000,8.648117e-01,8.653690e-01
948.200,8.651803e-01,8.652429e-01
948.400,8.658518e-01,8.651635e-01
948.600,8.650699e-01,8.651156e-01
948.800,8.648658e-01,8.650782e-01
949.000,8.649697e-01,8.650307e-01
949.200,8.649343e-01,8.649565e-01
949.400,8.649681e-01,8.648459e-01
949.600,8.649921e-01,8.646960e-01
949.800,8.640985e-01,8.645108e-01
950.000,8.643611e-01,8.642992e-01
950.200,8.640056e-01,8.640744e-01
950.400,8.634501e-01,8.638514e-01
950.600,8.637346e-01,8.636455e-01
950.800,8.632989e-01,8.634698e-01
951.000,8.627608e-01,8.633330e-01
951.200,8.634064e-01,8.632390e-01
951.400,8.636459e-01,8.631859e-01
951.600,8.626151e-01,8.631664e-01
951.800,8.630218e-01,8.631684e-01
952.000,8.634886e-01,8.631767e-01
952.200,8.629371e-01,8.631753e-01
952.400,8.633366e-01,8.631500e-01
952.600,8.636358e-01,8.630917e-01
952.800,8.627884e-01,8.629972e-01
953.000,8.628285e-01,8.628692e-01
953.200,8.623220e-01,8.627150e-01
953.400,8.622202e-01,8.625446e-01
953.600,8.624048e-01,8.623681e-01
953.800,8.624878e-01,8.621954e-01
954.000,8.621138e-01,8.620354e-01
954.200,8.614104e-01,8.618949e-01
954.400,8.618549e-01,8.617779e-01
954.600,8.609333e-01,8.616853e-01
954.800,8.617235e-01,8.616135e-01
955.000,8.619903e-01,8.615550e-01
955.200,8.614541e-01,8.615006e-01
955.400,8.615825e-01,8.614418e-01
955.600,8.614029e-01,8.613738e-01
955.800,8.608283e-01,8.612956e-01
956.000,8.613423e-01,8.612092e-01
956.200,8.611210e-01,8.611169e-01
956.400,8.607411e-01,8.610187e-01
956.600,8.606912e-01,8.609119e-01
956.800,8.612189e-01,8.607921e-01
957.000,8.605228e-01,8.606555e-01
957.200,8.606576e-01,8.605023e-01
957.400,8.603415e-01,8.603379e-01
957.600,8.595979e-01,8.601712e-01
957.800,8.599607e-01,8.600133e-01
958.000,8.599909e-01,8.598721e-01
958.200,8.592721e-01,8.597514e-01
958.400,8.595660e-01,8.596501e-01
958.600,8.598995e-01,8.595635e-01
958.800,8.595054e-01,8.594866e-01
959.000,8.597718e-01,8.594173e-01
959.200,8.589172e-01,8.593553e-01
959.400,8.589084e-01,8.593041e-01
959.600,8.593128e-01,8.592660e-01
959.800,8.592554e-01,8.592401e-01
960.000,8.592716e-01,8.592218e-01
960.200,8.594509e-01,8.592029e-01
960.400,8.590542e-01,8.591722e-01
960.600,8.589510e-01,8.591195e-01
960.800,8.592064e-01,8.590378e-01
961.000,8.586537e-01,8.589261e-01
961.200,8.592511e-01,8.587905e-01
961.400,8.587464e-01,8.586432e-01
961.600,8.578228e-01,8.584993e-01
961.800,8.588470e-01,8.583729e-01
962.000,8.568622e-01,8.582736e-01
962.200,8.583954e-01,8.582021e-01
962.400,8.588184e-01,8.581514e-01
962.600,8.581052e-01,8.581091e-01
962.800,8.581494e-01,8.580616e-01
963.000,8.577549e-01,8.580001e-01
963.200,8.581291e-01,8.579218e-01
963.400,8.578302e-01,8.578315e-01
963.600,8.574802e-01,8.577387e-01
963.800,8.573429e-01,8.576536e-01
964.000,8.576987e-01,8.575849e-01
964.200,8.574641e-01,8.575359e-01
964.400,8.578053e-01,8.575050e-01
964.600,8.569095e-01,8.574864e-01
964.800,8.576310e-01,8.574713e-01
965.000,8.577031e-01,8.574488e-01
965.200,8.572051e-01,8.574095e-01
965.400,8.576666e-01,8.573446e-01
965.600,8.566340e-01,8.572505e-01
965.800,8.578181e-01,8.571285e-01
966.000,8.568581e-01,8.569860e-01
966.200,8.566575e-01,8.568345e-01
966.400,8.565419e-01,8.566885e-01
966.600,8.558899e-01,8.565623e-01
966.800,8.568243e-01,8.564666e-01
967.000,8.564308e-01,8.564062e-01
967.200,8.562481e-01,8.563789e-01
967.400,8.561153e-01,8.563769e-01
967.600,8.565487e-01,8.563884e-01
967.800,8.563240e-01,8.564002e-01
968.000,8.570536e-01,8.564005e-01
968.200,8.560733e-01,8.563811e-01
968.400,8.563572e-01,8.563387e-01
968.600,8.556241e-01,8.562740e-01
968.800,8.569453e-01,8.561921e-01
969.000,8.562123e-01,8.560993e-01
969.200,8.554446e-01,8.560015e-01
969.400,8.557210e-01,8.559011e-01
969.600,8.553631e-01,8.557971e-01
969.800,8.560980e-01,8.556863e-01
970.000,8.558105e-01,8.555633e-01
970.200,8.554475e-01,8.554259e-01
970.400,8.552928e-01,8.552757e-01
970.600,8.546634e-01,8.551181e-01
970.800,8.545940e-01,8.549626e-01
971.000,8.548722e-01,8.548198e-01
971.200,8.551451e-01,8.546994e-01
971.400,8.542295e-01,8.546080e-01
971.600,8.542152e-01,8.545464e-01
971.800,8.544843e-01,8.545108e-01
972.000,8.546075e-01,8.544927e-01
972.200,8.548430e-01,8.544808e-01
972.400,8.535134e-01,8.544632e-01
972.600,8.555526e-01,8.544302e-01
972.800,8.542723e-01,8.543771e-01
973.000,8.538949e-01,8.543057e-01
973.200,8.545764e-01,8.542233e-01
973.400,8.537639e-01,8.541404e-01
973.600,8.542335e-01,8.540658e-01
973.800,8.532228e-01,8.540039e-01
974.000,8.537645e-01,8.539527e-01
974.200,8.547287e-01,8.539053e-01
974.400,8.540964e-01,8.538533e-01
974.600,8.532890e-01,8.537896e-01
974.800,8.541384e-01,8.537113e-01
975.000,8.530321e-01,8.536198e-01
975.200,8.533812e-01,8.535204e-01
975.400,8.536398e-01,8.534192e-01
975.600,8.531486e-01,8.533217e-01
975.800,8.536275e-01,8.532323e-01
976.000,8.525718e-01,8.531556e-01
976.200,8.531474e-01,8.530954e-01
976.400,8.533443e-01,8.530543e-01
976.600,8.526433e-01,8.530318e-01
976.800,8.530806e-01,8.530224e-01
977.000,8.523048e-01,8.530144e-01
977.200,8.534347e-01,8.529916e-01
977.400,8.533948e-01,8.529386e-01
977.600,8.532470e-01,8.528460e-01
977.800,8.524619e-01,8.527140e-01
978.000,8.524835e-01,8.525532e-01
978.200,8.522006e-01,8.523824e-01
978.400,8.514680e-01,8.522206e-01
978.600,8.517758e-01,8.520823e-01
978.800,8.522186e-01,8.519730e-01
979.000,8.521264e-01,8.518886e-01
979.200,8.521155e-01,8.518174e-01
979.400,8.511388e-01,8.517449e-01
979.600,8.519269e-01,8.516593e-01
979.800,8.512203e-01,8.515539e-01
980.000,8.516082e-01,8.514289e-01
980.200,8.515799e-01,8.512908e-01
980.400,8.511006e-01,8.511500e-01
980.600,8.508823e-01,8.510177e-01
980.800,8.498261e-01,8.509026e-01
981.000,8.511715e-01,8.508086e-01
981.200,8.508796e-01,8.507341e-01
981.400,8.507248e-01,8.506740e-01
981.600,8.505927e-01,8.506226e-01
981.800,8.509755e-01,8.505755e-01
982.000,8.503621e-01,8.505314e-01
982.200,8.500286e-01,8.504913e-01
982.400,8.502159e-01,8.504574e-01
982.600,8.505433e-01,8.504293e-01
982.800,8.508102e-01,8.504040e-01
983.000,8.501515e-01,8.503763e-01
983.200,8.506018e-01,8.503404e-01
983.400,8.501492e-01,8.502900e-01
983.600,8.500121e-01,8.502213e-01
983.800,8.498595e-01,8.501326e-01
984.000,8.504943e-01,8.500240e-01
984.200,8.496699e-01,8.498976e-01
984.400,8.496579e-01,8.497598e-01
984.600,8.500536e-01,8.496190e-01
984.800,8.494056e-01,8.494850e-01
985.000,8.481348e-01,8.493674e-01
985.200,8.498746e-01,8.492726e-01
985.400,8.488671e-01,8.492018e-01
985.600,8.493153e-01,8.491520e-01
985.800,8.489057e-01,8.491184e-01
986.000,8.501930e-01,8.490956e-01
986.200,8.486500e-01,8.490795e-01
986.400,8.481050e-01,8.490666e-01
986.600,8.491029e-01,8.490529e-01
986.800,8.493641e-01,8.490320e-01
987.000,8.491027e-01,8.489958e-01
987.200,8.492675e-01,8.489353e-01
987.400,8.490202e-01,8.488452e-01
987.600,8.481044e-01,8.487251e-01
987.800,8.484027e-01,8.485828e-01
988.000,8.487080e-01,8.484311e-01
988.200,8.484581e-01,8.482856e-01
988.400,8.475426e-01,8.481579e-01
988.600,8.476902e-01,8.480536e-01
988.800,8.481039e-01,8.479684e-01
989.000,8.474834e-01,8.478910e-01
989.200,8.483930e-01,8.478063e-01
989.400,8.479685e-01,8.477031e-01
989.600,8.475477e-01,8.475775e-01
989.800,8.475274e-01,8.474351e-01
990.000,8.469304e-01,8.472903e-01
990.200,8.468250e-01,8.471607e-01
990.400,8.462353e-01,8.470600e-01
990.600,8.477502e-01,8.469943e-01
990.800,8.467054e-01,8.469599e-01
991.000,8.471139e-01,8.469456e-01
991.200,8.471479e-01,8.469373e-01
991.400,8.468606e-01,8.469238e-01
991.600,8.465964e-01,8.468990e-01
991.800,8.474846e-01,8.468637e-01
992.000,8.464853e-01,8.468219e-01
992.200,8.463528e-01,8.467774e-01
992.400,8.467999e-01,8.467309e-01
992.600,8.466464e-01,8.466796e-01
992.800,8.464749e-01,8.466176e-01
993.000,8.471655e-01,8.465387e-01
993.200,8.464697e-01,8.464402e-01
993.400,8.462312e-01,8.463235e-01
993.600,8.454099e-01,8.461941e-01
993.800,8.460345e-01,8.460598e-01
994.000,8.461407e-01,8.459301e-01
994.200,8.465002e-01,8.458128e-01
994.400,8.445238e-01,8.457147e-01
994.600,8.457729e-01,8.456413e-01
994.800,8.462603e-01,8.455950e-01
995.000,8.449589e-01,8.455741e-01
995.200,8.451647e-01,8.455731e-01
995.400,8.456862e-01,8.455801e-01
995.600,8.461122e-01,8.455801e-01
995.800,8.454080e-01,8.455584e-01
996.000,8.457465e-01,8.455050e-01
996.200,8.453870e-01,8.454185e-01
996.400,8.457847e-01,8.453070e-01
996.600,8.443871e-01,8.451851e-01
996.800,8.449559e-01,8.450689e-01
997.000,8.447614e-01,8.449694e-01
997.200,8.441341e-01,8.448908e-01
997.400,8.454623e-01,8.448293e-01
997.600,8.455807e-01,8.447760e-01
997.800,8.444169e-01,8.447188e-01
998.000,8.444427e-01,8.446487e-01
998.200,8.439122e-01,8.445592e-01
998.400,8.443639e-01,8.444482e-01
998.600,8.448443e-01,8.443174e-01
998.800,8.447360e-01,8.441727e-01
999.000,8.437890e-01,8.440231e-01
999.200,8.432429e-01,8.438796e-01
999.400,8.431953e-01,8.437542e-01
999.600,8.441287e-01,8.436562e-01
999.800,8.433740e-01,8.435917e-01
1000.000,8.434288e-01,8.435606e-01
1000.200,8.439391e-01,8.435589e-01
1000.400,8.434934e-01,8.435788e-01
1000.600,8.434027e-01,8.436094e-01
