   1933 Tinchen           -          -      -   -  -  -   -  -      -   V   s   -   -   -   -   -   -  -                     
   1934 Jeffers           -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   1936 Lugano            -          -      -   -  -  -   -  -      -   -   -   Ch  s   X   X   -   -  -                     
   1943 Anteros           -          S      7G  -  -  -   -  -      -   -   -   -   -   A   Ld  Sw  g,h-                     
   1948 Kampala           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   1951 Lick              -          -      -   -  -  -   -  -      -   -   -   A   s   -   -   -   -  -                     
   1952 Hesburgh          -          CD:    2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1963 Bezovec           -          C      7   C0 7I C   2I -      -   -   -   -   -   -   -   -   -  -                     
   1967 Menzel            -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   1968 Mehltretter       -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   1970 Sumeria           -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   1977 Shura             -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   1980 Tezcatlipoca      -          SU     2   -  -  -   -  -      -   -   -   Sl  s   A   A   Sw  a  -                     
   1989 Tatry             -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   1990 Pilcher           -          S      7   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1992 Galvarino         -          -      -   -  -  -   -  -      -   -   -   -   -   X   Xk  -   -  -                     
   1994 Shane             -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   1995 Hajek             -          -      -   -  -  -   -  -      -   X   s   -   -   -   -   -   -  -                     
   1998 Titius            -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   1999 Hirayama          -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   2000 Herschel          -          S      2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2001 Einstein          -          X      7   -  -  -   -  -      -   -   -   Xe  s   X   Xe  -   -  -                     
   2010 Chebyshev         -          BU:    7G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2011 Veteraniya        -          -      -   -  -  -   -  -      -   J   s   -   -   -   -   -   -  -                     
   2014 Vasilevskis       -          -      -   -  -  -   -  -      -   S   s   -   -   S   S   -   -  -                     
   2017 Wesson            -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2019 van Albada        -          -      -   -  -  -   -  -      -   -   -   S   s   S   S   -   -  -                     
   2022 West              -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2024 McLaughlin        -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2029 Binomi            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2031 BAM               -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   2035 Stearns           -          E      7G  -  -  -   -  -      -   -   -   Xe  s   -   -   Xe  a  -                     
   2038 Bistro            -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   2040 Chalonge          -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   2042 Sitarski          -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   Sr  a  -                     
   2045 Peking            -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   V   a  -                     
   2048 Dwornik           -          E      7G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2050 Francis           -          S      7   -  -  -   -  -      -   -   -   -   -   S   K   -   -  -                     
   2052 Tamriko           -          S      7   S0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2053 Nuki              -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2056 Nancy             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2060 Chiron            -          B      4G  -  -  -   -  -      -   -   -   Cb  s   X   X   -   -  -                     
   2061 Anza              -          TCG:   2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2062 Aten              -          S      2G  -  -  -   -  -      -   -   -   Sr  s   -   -   -   -  -                     
   2063 Bacchus           -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   Sq  a  -                     
   2064 Thomsen           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   Sqw a  -                     
   2065 Spicer            -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   2067 Aksnes            -          P      7G  M0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2070 Humason           -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2073 Janacek           -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   2074 Shoemaker         -          -      -   -  -  -   -  -      -   S   s   -   -   A   Sa  Sw  b  -                     
   2078 Nanking           -          -      -   -  -  -   -  -      -   S?  s   Sq  s   -   -   -   -  -                     
   2081 Sazava            -          F      7G  B1 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2083 Smither           -          X      7   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2085 Henan             -          -      -   -  -  -   -  -      -   -   -   L   s   -   -   L   a  -                     
   2086 Newell            -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   2087 Kochera           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2088 Sahlia            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2089 Cetacea           -          S      2   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   2090 Mizuho            -          S      7   S0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2091 Sampo             -          -      -   -  -  -   -  -      -   CX  s   -   -   S   Sq  -   -  -                     
   2093 Genichesk         -          -      -   -  -  -   -  -      -   -   -   -   -   C   C   -   -  -                     
   2096 Vaino             -          -      -   -  -  -   -  -      -   -   -   -   -   B   C   -   -  -                     
   2098 Zyskin            -          -      -   -  -  -   -  -      -   TX  s   -   -   -   -   -   -  -                     
   2099 Opik              -          S      2   -  -  -   -  -      -   -   -   Ch  s   -   -   Ch  a  -                     
   2100 Ra-Shalom         -          C      7G  -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   2102 Tantalus          -          -      -   -  -  -   -  -      -   -   -   Q   s   -   -   -   -  -                     
   2103 Laverna           -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   2104 Toronto           -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   2105 Gudy              -          -      -   -  -  -   -  -      -   S   s   -   -   D   D   -   -  -                     
   2106 Hugo              -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2107 Ilmari            -          -      -   -  -  -   -  -      -   S   s   S   s   -   -   Sw  a  -                     
   2111 Tselina           -          S      7   S0 7I -   -  -      -   -   -   -   -   T   T   -   -  -                     
   2112 Ulyanov           -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   2113 Ehrdni            -          -      -   -  -  -   -  -      -   V   s   -   -   -   -   -   -  -                     
   2118 Flagstaff         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2119 Schwall           -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2121 Sevastopol        -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   2128 Wetherill         -          -      -   -  -  -   -  -      -   X   s   -   -   -   -   -   -  -                     
   2130 Evdokiya          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2131 Mayall            -          S      7G  S0 7I -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2134 Dennispalm        -          DSU:   1   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2139 Makharadze        -          F      7   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2140 Kemerovo          -          -      -   -  -  -   -  -      -   X   s   -   -   -   -   -   -  -                     
   2141 Simferopol        -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   2143 Jimarnold         -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2147 Kharadze          -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   2149 Schwambraniya     -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2150 Nyctimene         -          -      -   -  -  -   -  -      -   -   -   -   -   A   Ld  -   -  -                     
   2151 Hadwiger          -          CSU    2   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  1975 EA in TRIAD      
   2152 Hannibal          -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   2156 Kate              -          S      7   S2 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2157 Ashbrook          -          -      -   -  -  -   -  -      -   -   -   S   s   S   L   S   a  -                     
   2159 Kukkamaki         -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2161 Grissom           -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2167 Erin              -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2169 Taiwan            -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2174 Asmodeus          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2185 Guangdong         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2189 Zaragoza          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2194 Arpola            -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   2196 Ellicott          -          CFXU   7   C0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2201 Oljato            -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   2204 Lyyli             -          -      -   -  -  -   -  -      -   X   s   -   -   X   X   -   -  -                     
   2207 Antenor           -          D      7G  D0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2208 Pushkin           -          D      7   D0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2212 Hephaistos        -          SG     2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2215 Sichuan           -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2223 Sarpedon          -          DU     7G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2231 Durrell           -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2234 Schmadel          -          -      -   -  -  -   -  -      -   -   -   A   s   -   -   -   -  -                     
   2235 Vittore           -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   2241 Alcathous         -          D      7G  D0 7I D   2I -      -   -   -   -   -   -   -   -   -  -                     
   2244 Tesla             -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2246 Bowell            -          D      7   D0 7I -   -  -      -   -   -   D   s   -   -   D   a  -                     
   2251 Tikhov            -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   2253 Espinette         -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2258 Viipuri           -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2259 Sofievka          -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   2260 Neoptolemus       -          DTU:   7   D1 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2263 Shaanxi           -          -      -   -  -  -   -  -      -   -   -   -   -   T   D   -   -  -                     
   2266 Tchaikovsky       -          D      7   D0 7I -   -  -      -   -   -   -   -   D   D   -   -  -                     
   2268 Szmytowna         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2271 Kiso              -          -      -   -  -  -   -  -      -   -   -   T   s   -   -   -   -  -                     
   2272 Montezuma         -          S      7   -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
   2274 Ehrsson           -          SG     2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2278 Gotz              -          FC     4   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2279 Barto             -          F      4   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2280 Kunikov           -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   2282 Andres Bello      -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2291 Kevo              -          -      -   -  -  -   -  -      -   -   -   -   -   C   C   -   -  -                     
   2292 Seili             -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   2296 Kugultinov        -          -      -   -  -  -   -  -      -   -   -   -   -   C   Ch  -   -  -                     
   2299 Hanko             -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2303 Retsina           -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   2305 King              -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2306 Bauschinger       -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   2308 Schilt            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2311 El Leoncito       -          D      7G  D0 7I D   2I -      -   -   -   -   -   -   -   -   -  -                     
   2312 Duboshin          -          D      7G  D0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2316 Jo-Ann            -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2317 Galya             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2327 Gershberg         -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2328 Robeson           -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2331 Parvulesco        -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2332 Kalm              -          -      -   -  -  -   -  -      -   -   -   -   -   B   B   -   -  -                     
   2335 James             -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   S   a  -                     
   2340 Hathor            -          CSU    2   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   2341 Aoluta            -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   2345 Fucik             -          S      7   S0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2346 Lilio             -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2349 Kurchenko         -          -      -   -  -  -   -  -      -   -   -   Xc  s   X   Xk  -   -  -                     
   2353 Alva              -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   2354 Lavrov            -          -      -   -  -  -   -  -      -   -   -   L   s   -   -   L   a  -                     
   2357 Phereclos         -          D      7G  D0 7I D   2I -      -   -   -   -   -   -   -   -   -  -                     
   2363 Cebriones         -          D      4G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2365 Interkosmos       -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2368 Beltrovata        -          SQ     2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2369 Chekhov           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2370 van Altena        -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   2371 Dimitrov          -          -      -   -  -  -   -  -      -   -   -   R   s   -   -   -   -  -                     
   2373 Immo              -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2374 Vladvysotskij     -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   2375 Radek             -          D      7   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2378 Pannekoek         -          -      -   -  -  -   -  -      -   -   -   Cgh s   -   -   Cgh a  -                     
   2379 Heiskanen         -          C      7G  C0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2380 Heilongjiang      -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2381 Landi             -          -      -   -  -  -   -  -      -   -   -   -   -   A   L   -   -  -                     
   2382 Nonie             -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2386 Nikonov           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   2390 Nezarka           -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   2396 Kochi             -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   S   a  -                     
   2397 Lappajarvi        -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sq  -   -  -                     
   2401 Aehlita           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   2402 Satpaev           -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   2403 Sumava            -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2405 Welch             -          BCU:   7   B3 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2407 Haug              -          C      7   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   2409 Chapman           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2410 Morrison          -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   2411 Zellner           -          S      4   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2420 Ciurlionis        -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2422 Perovskaya        -          S      2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  1975 GB in TRIAD      
   2423 Ibarruri          -          -      -   -  -  -   -  -      -   -   -   A   s   -   -   -   -  -                     
   2427 Kobzar            -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   2428 Kamenyar          -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   2430 Bruce Helin       -          S      2   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   2438 Oleshko           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2440 Educatio          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2442 Corbett           -          -      -   -  -  -   -  -      -   J   s   -   -   -   -   V   c  -                     
   2444 Lederle           -          -      -   -  -  -   -  -      -   X   s   C   s   -   -   -   -  -                     
   2446 Lunacharsky       -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2448 Sholokhov         -          -      -   -  -  -   -  -      -   -   -   L   s   T   T   L   a  -                     
   2449 Kenos             -          E      7G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2451 Dollfus           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2455 Somville          -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2463 Sterpin           -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   2464 Nordenskiold      -          -      -   -  -  -   -  -      -   -   -   -   -   B   B   -   -  -                     
   2465 Wilson            -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   2467 Kollontai         -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   2468 Repin             -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   2478 Tokai             -          -      -   -  -  -   -  -      -   -   -   S   s   S   Sl  -   -  -                     
   2482 Perkin            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2489 Suvorov           -          -      -   -  -  -   -  -      -   -   -   -   -   Caa X   -   -  -                     
   2490 Bussolini         -          -      -   -  -  -   -  -      -   -   -   -   -   S   K   -   -  -                     
   2491 Tvashtri          -          X      7   -  -  -   -  -      -   -   -   -   -   X   Xe  -   -  -                     
   2493 Elmer             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2501 Lohja             -          A      4G  -  -  -   -  -      -   -   -   A   s   -   -   A   a  -                     
   2503 Liaoning          -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   2504 Gaviola           -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   Sr  a  -                     
   2507 Bobone            -          -      -   -  -  -   -  -      -   -   -   Xe  s   -   -   -   -  -                     
   2508 Alupka            -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   2509 Chukotka          -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2510 Shandong          -          S      7   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   2511 Patterson         -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   2519 Annagerman        -          -      -   -  -  -   -  -      -   -   -   -   -   B   Ch  -   -  -                     
   2521 Heidi             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   2524 Budovicium        -          -      -   -  -  -   -  -      -   -   -   -   -   B   B   -   -  -                     
   2525 O'Steen           -          -      -   -  -  -   -  -      -   -   -   -   -   B   B   -   -  -                     
   2527 Gregory           -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2538 Vanderlinden      -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2547 Hubei             -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   2548 Leloir            -          -      -   -  -  -   -  -      -   -   -   -   -   A   Sl  -   -  -                     
   2558 Viv               -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2559 Svoboda           -          -      -   -  -  -   -  -      -   -   -   Xk  s   -   -   -   -  -                     
   2560 Siegma            -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   2566 Kirghizia         -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   V   a  -                     
   2567 Elba              -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   2569 Madeline          -          -      -   -  -  -   -  -      -   -   -   D   s   -   -   -   -  -                     
   2575 Bulgaria          -          -      -   -  -  -   -  -      -   -   -   Sr  s   -   -   -   -  -                     
   2577 Litva             -          EU     4G  -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   2579 Spartacus         -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   V   a  -                     
   2582 Harimaya-Bashi    -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   2590 Mourao            -          -      -   -  -  -   -  -      -   V   s   -   -   -   -   -   -  -                     
   2598 Merlin            -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   2599 Veseli            -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2604 Marshak           -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   2606 Odessa            -          -      -   -  -  -   -  -      -   -   -   Xk  s   -   -   -   -  -                     
   2608 Seneca            -          S      2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2612 Kathryn           -          -      -   -  -  -   -  -      -   -   -   -   -   T   T   -   -  -                     
   2625 Jack London       -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2629 Rudra             -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2631 Zhejiang          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2634 James Bradley     -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   2635 Huggins           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2640 Hallstrom         -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   2645 Daphne Plane      -          -      -   -  -  -   -  -      -   X   s   -   -   -   -   -   -  -                     
   2651 Karen             -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   2653 Principia         -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   2655 Guangxi           -          -      -   -  -  -   -  -      -   -   -   -   -   K   Xk  -   -  -                     
   2659 Millis            -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2674 Pandarus          -          D      4   -  -  D   2I -      -   -   -   -   -   -   -   -   -  -                     
   2675 Tolkien           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2681 Ostrovskij        -          -      -   -  -  -   -  -      -   -   -   Xk  s   -   -   -   -  -                     
   2685 Masursky          -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   2703 Rodari            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2704 Julian Loewe      -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   2708 Burns             -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2709 Sagan             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2715 Mielikki          -          -      -   -  -  -   -  -      -   -   -   A   s   -   -   Sw  a  -                     
   2717 Tellervo          -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   2720 Pyotr Pervyj      -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2724 Orlov             -          -      -   -  -  -   -  -      -   -   -   K   s   -   -   -   -  -                     
   2728 Yatskiv           -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   2730 Barks             -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2732 Witt              -          -      -   -  -  -   -  -      -   -   -   A   s   -   -   L   a  -                     
   2733 Hamina            -          -      -   -  -  -   -  -      -   -   -   Ld  s   -   -   -   -  -                     
   2735 Ellen             -          SDU::  4   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2736 Ops               -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   2737 Kotka             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2744 Birgitta          -          S      4   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2746 Hissao            -          -      -   -  -  -   -  -      -   -   -   Sr  s   -   -   -   -  -                     
   2748 Patrick Gene      -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2750 Loviisa           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2754 Efimov            -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   2760 Kacha             -          X      4   -  -  P   2I -      -   -   -   -   -   -   -   -   -  -                     
   2762 Fowler            -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   2763 Jeans             -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   2772 Dugan             -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2775 Odishaw           -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2778 Tangshan          -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   2780 Monnig            -          -      -   -  -  -   -  -      -   -   -   -   -   A   Ld  -   -  -                     
   2789 Foshan            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2790 Needham           -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2791 Paradise          -          SU     1   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   2795 Lepage            -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   2796 Kron              -          -      -   -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
